STATION,NAME,DATE,PRCP,TMAX,TMIN,year,month,day
USS0011J21S,"TIMPANOGOS DIVIDE, UT US",2016-03-06,1,42,26,2016,3,6
USS0011J21S,"TIMPANOGOS DIVIDE, UT US",2016-03-07,0,39,20,2016,3,7
USS0011J21S,"TIMPANOGOS DIVIDE, UT US",2016-03-08,0,44,19,2016,3,8
USS0011J21S,"TIMPANOGOS DIVIDE, UT US",2016-03-09,0.1,40,26,2016,3,9
USS0011J21S,"TIMPANOGOS DIVIDE, UT US",2016-03-10,0.1,58,28,2016,3,10
USS0011J21S,"TIMPANOGOS DIVIDE, UT US",2016-03-11,0,54,37,2016,3,11
USS0011J21S,"TIMPANOGOS DIVIDE, UT US",2016-03-12,0,50,34,2016,3,12
USS0011J21S,"TIMPANOGOS DIVIDE, UT US",2016-03-13,0.1,47,31,2016,3,13
USS0011J21S,"TIMPANOGOS DIVIDE, UT US",2016-03-14,0.7,40,21,2016,3,14
USS0011J21S,"TIMPANOGOS DIVIDE, UT US",2016-03-15,0,30,20,2016,3,15
USS0011J21S,"TIMPANOGOS DIVIDE, UT US",2016-03-16,0,40,22,2016,3,16
USS0011J21S,"TIMPANOGOS DIVIDE, UT US",2016-03-17,0,41,25,2016,3,17
USS0011J21S,"TIMPANOGOS DIVIDE, UT US",2016-03-18,0,39,20,2016,3,18
USS0011J21S,"TIMPANOGOS DIVIDE, UT US",2016-03-19,0,49,24,2016,3,19
USS0011J21S,"TIMPANOGOS DIVIDE, UT US",2016-03-20,0.1,55,30,2016,3,20
USS0011J21S,"TIMPANOGOS DIVIDE, UT US",2016-03-21,0,49,42,2016,3,21
USS0011J21S,"TIMPANOGOS DIVIDE, UT US",2016-03-22,0.3,42,22,2016,3,22
USS0011J21S,"TIMPANOGOS DIVIDE, UT US",2016-03-23,0.1,42,21,2016,3,23
USS0011J21S,"TIMPANOGOS DIVIDE, UT US",2016-03-24,0.1,42,26,2016,3,24
USS0011J21S,"TIMPANOGOS DIVIDE, UT US",2016-03-25,0,35,22,2016,3,25
USS0011J21S,"TIMPANOGOS DIVIDE, UT US",2016-03-26,0,41,18,2016,3,26
USS0011J21S,"TIMPANOGOS DIVIDE, UT US",2016-03-27,0,49,22,2016,3,27
USS0011J21S,"TIMPANOGOS DIVIDE, UT US",2016-03-28,0.7,39,29,2016,3,28
USS0011J21S,"TIMPANOGOS DIVIDE, UT US",2016-03-29,0.2,40,23,2016,3,29
USS0011J21S,"TIMPANOGOS DIVIDE, UT US",2016-03-30,0,37,21,2016,3,30
USS0011J21S,"TIMPANOGOS DIVIDE, UT US",2016-03-31,0.1,42,25,2016,3,31
USS0011J21S,"TIMPANOGOS DIVIDE, UT US",2016-04-01,0,49,24,2016,4,1
USS0011J21S,"TIMPANOGOS DIVIDE, UT US",2016-04-02,0,50,28,2016,4,2
USS0011J21S,"TIMPANOGOS DIVIDE, UT US",2016-04-03,0.1,55,35,2016,4,3
USS0011J21S,"TIMPANOGOS DIVIDE, UT US",2016-04-04,0,58,37,2016,4,4
USS0011J21S,"TIMPANOGOS DIVIDE, UT US",2016-04-05,0,45,28,2016,4,5
USS0011J21S,"TIMPANOGOS DIVIDE, UT US",2016-04-06,0,51,27,2016,4,6
USS0011J21S,"TIMPANOGOS DIVIDE, UT US",2016-04-07,0,62,35,2016,4,7
USS0011J21S,"TIMPANOGOS DIVIDE, UT US",2016-04-08,0,60,41,2016,4,8
USS0011J21S,"TIMPANOGOS DIVIDE, UT US",2016-04-09,0,51,37,2016,4,9
USS0011J21S,"TIMPANOGOS DIVIDE, UT US",2016-04-10,0,52,35,2016,4,10
USS0011J21S,"TIMPANOGOS DIVIDE, UT US",2016-04-11,0,55,33,2016,4,11
USS0011J21S,"TIMPANOGOS DIVIDE, UT US",2016-04-12,0.1,58,36,2016,4,12
USS0011J21S,"TIMPANOGOS DIVIDE, UT US",2016-04-13,0.2,53,38,2016,4,13
USS0011J21S,"TIMPANOGOS DIVIDE, UT US",2016-04-14,0.8,43,24,2016,4,14
USS0011J21S,"TIMPANOGOS DIVIDE, UT US",2016-04-15,0,45,21,2016,4,15
USS0011J21S,"TIMPANOGOS DIVIDE, UT US",2016-04-16,0.1,45,26,2016,4,16
USS0011J21S,"TIMPANOGOS DIVIDE, UT US",2016-04-17,0,45,27,2016,4,17
USS0011J21S,"TIMPANOGOS DIVIDE, UT US",2016-04-18,0,47,27,2016,4,18
USS0011J21S,"TIMPANOGOS DIVIDE, UT US",2016-04-19,0,50,31,2016,4,19
USS0011J21S,"TIMPANOGOS DIVIDE, UT US",2016-04-20,0,58,37,2016,4,20
USS0011J21S,"TIMPANOGOS DIVIDE, UT US",2016-04-21,0,65,39,2016,4,21
USS0011J21S,"TIMPANOGOS DIVIDE, UT US",2016-04-22,0.1,61,45,2016,4,22
USS0011J21S,"TIMPANOGOS DIVIDE, UT US",2016-04-23,0.6,50,31,2016,4,23
USS0011J21S,"TIMPANOGOS DIVIDE, UT US",2016-04-24,0.2,47,32,2016,4,24
USS0011J21S,"TIMPANOGOS DIVIDE, UT US",2016-04-25,0.3,44,31,2016,4,25
USS0011J21S,"TIMPANOGOS DIVIDE, UT US",2016-04-26,0.3,42,31,2016,4,26
USS0011J21S,"TIMPANOGOS DIVIDE, UT US",2016-04-27,0.4,46,31,2016,4,27
USS0011J21S,"TIMPANOGOS DIVIDE, UT US",2016-04-28,0.4,40,30,2016,4,28
USS0011J21S,"TIMPANOGOS DIVIDE, UT US",2016-04-29,0,46,28,2016,4,29
USS0011J21S,"TIMPANOGOS DIVIDE, UT US",2016-04-30,0,46,28,2016,4,30
USS0011J21S,"TIMPANOGOS DIVIDE, UT US",2016-05-01,0,49,29,2016,5,1
USS0011J21S,"TIMPANOGOS DIVIDE, UT US",2016-05-02,0.1,54,31,2016,5,2
USS0011J21S,"TIMPANOGOS DIVIDE, UT US",2016-05-03,0,60,35,2016,5,3
USS0011J21S,"TIMPANOGOS DIVIDE, UT US",2016-05-04,0,62,41,2016,5,4
USS0011J21S,"TIMPANOGOS DIVIDE, UT US",2016-05-05,0,64,47,2016,5,5
USS0011J21S,"TIMPANOGOS DIVIDE, UT US",2016-05-06,0,56,34,2016,5,6
USS0011J21S,"TIMPANOGOS DIVIDE, UT US",2016-05-07,0,46,34,2016,5,7
USS0011J21S,"TIMPANOGOS DIVIDE, UT US",2016-05-08,0.5,42,34,2016,5,8
USS0011J21S,"TIMPANOGOS DIVIDE, UT US",2016-05-09,0.1,51,33,2016,5,9
USS0011J21S,"TIMPANOGOS DIVIDE, UT US",2016-05-10,0,43,30,2016,5,10
USS0011J21S,"TIMPANOGOS DIVIDE, UT US",2016-05-11,0,47,28,2016,5,11
USS0011J21S,"TIMPANOGOS DIVIDE, UT US",2016-05-12,0,60,32,2016,5,12
USS0011J21S,"TIMPANOGOS DIVIDE, UT US",2016-05-13,0,66,43,2016,5,13
USS0011J21S,"TIMPANOGOS DIVIDE, UT US",2016-05-14,0.1,68,51,2016,5,14
USS0011J21S,"TIMPANOGOS DIVIDE, UT US",2016-05-15,0.3,54,38,2016,5,15
USS0011J21S,"TIMPANOGOS DIVIDE, UT US",2016-05-16,0.2,47,35,2016,5,16
USS0011J21S,"TIMPANOGOS DIVIDE, UT US",2016-05-17,0,54,35,2016,5,17
USS0011J21S,"TIMPANOGOS DIVIDE, UT US",2016-05-18,0,58,37,2016,5,18
USS0011J21S,"TIMPANOGOS DIVIDE, UT US",2016-05-19,0.4,60,40,2016,5,19
USS0011J21S,"TIMPANOGOS DIVIDE, UT US",2016-05-20,0,56,40,2016,5,20
USS0011J21S,"TIMPANOGOS DIVIDE, UT US",2016-05-21,0.3,50,33,2016,5,21
USS0011J21S,"TIMPANOGOS DIVIDE, UT US",2016-05-22,0,45,32,2016,5,22
USS0011J21S,"TIMPANOGOS DIVIDE, UT US",2016-05-23,0,53,34,2016,5,23
USS0011J21S,"TIMPANOGOS DIVIDE, UT US",2016-05-24,0.1,54,34,2016,5,24
USS0011J21S,"TIMPANOGOS DIVIDE, UT US",2016-05-25,0,52,35,2016,5,25
USS0011J21S,"TIMPANOGOS DIVIDE, UT US",2016-05-26,0.1,53,35,2016,5,26
USS0011J21S,"TIMPANOGOS DIVIDE, UT US",2016-05-27,0,55,35,2016,5,27
USS0011J21S,"TIMPANOGOS DIVIDE, UT US",2016-05-28,0,57,36,2016,5,28
USS0011J21S,"TIMPANOGOS DIVIDE, UT US",2016-05-29,0.1,63,41,2016,5,29
USS0011J21S,"TIMPANOGOS DIVIDE, UT US",2016-05-30,0,61,39,2016,5,30
USS0011J21S,"TIMPANOGOS DIVIDE, UT US",2016-05-31,0,62,41,2016,5,31
USS0011J21S,"TIMPANOGOS DIVIDE, UT US",2016-06-01,0,66,41,2016,6,1
USS0011J21S,"TIMPANOGOS DIVIDE, UT US",2016-06-02,0,70,47,2016,6,2
USS0011J21S,"TIMPANOGOS DIVIDE, UT US",2016-06-03,0,69,49,2016,6,3
USS0011J21S,"TIMPANOGOS DIVIDE, UT US",2016-06-04,0,72,50,2016,6,4
USS0011J21S,"TIMPANOGOS DIVIDE, UT US",2016-06-05,0,76,50,2016,6,5
USS0011J21S,"TIMPANOGOS DIVIDE, UT US",2016-06-06,0,76,55,2016,6,6
USS0011J21S,"TIMPANOGOS DIVIDE, UT US",2016-06-07,0,71,52,2016,6,7
USS0011J21S,"TIMPANOGOS DIVIDE, UT US",2016-06-08,0,75,50,2016,6,8
USS0011J21S,"TIMPANOGOS DIVIDE, UT US",2016-06-09,0,77,56,2016,6,9
USS0011J21S,"TIMPANOGOS DIVIDE, UT US",2016-06-10,0,74,53,2016,6,10
USS0011J21S,"TIMPANOGOS DIVIDE, UT US",2016-06-11,0.7,60,43,2016,6,11
USS0011J21S,"TIMPANOGOS DIVIDE, UT US",2016-06-12,0.3,65,43,2016,6,12
USS0011J21S,"TIMPANOGOS DIVIDE, UT US",2016-06-13,0.1,60,41,2016,6,13
USS0011J21S,"TIMPANOGOS DIVIDE, UT US",2016-06-14,0,66,42,2016,6,14
USS0011J21S,"TIMPANOGOS DIVIDE, UT US",2016-06-15,0,70,52,2016,6,15
USS0011J21S,"TIMPANOGOS DIVIDE, UT US",2016-06-16,0,66,50,2016,6,16
USS0011J21S,"TIMPANOGOS DIVIDE, UT US",2016-06-17,0,70,51,2016,6,17
USS0011J21S,"TIMPANOGOS DIVIDE, UT US",2016-06-18,0,74,58,2016,6,18
USS0011J21S,"TIMPANOGOS DIVIDE, UT US",2016-06-19,0,74,54,2016,6,19
USS0011J21S,"TIMPANOGOS DIVIDE, UT US",2016-06-20,0,81,54,2016,6,20
USS0011J21S,"TIMPANOGOS DIVIDE, UT US",2016-06-21,0,78,58,2016,6,21
USS0011J21S,"TIMPANOGOS DIVIDE, UT US",2016-06-22,0,78,55,2016,6,22
USS0011J21S,"TIMPANOGOS DIVIDE, UT US",2016-06-23,0,78,58,2016,6,23
USS0011J21S,"TIMPANOGOS DIVIDE, UT US",2016-06-24,0,74,49,2016,6,24
USS0011J21S,"TIMPANOGOS DIVIDE, UT US",2016-06-25,0,68,42,2016,6,25
USS0011J21S,"TIMPANOGOS DIVIDE, UT US",2016-06-26,0,74,42,2016,6,26
USS0011J21S,"TIMPANOGOS DIVIDE, UT US",2016-06-27,0,80,51,2016,6,27
USS0011J21S,"TIMPANOGOS DIVIDE, UT US",2016-06-28,0.1,80,55,2016,6,28
USS0011J21S,"TIMPANOGOS DIVIDE, UT US",2016-06-29,0,75,49,2016,6,29
USS0011J21S,"TIMPANOGOS DIVIDE, UT US",2016-06-30,0,70,49,2016,6,30
USS0011J21S,"TIMPANOGOS DIVIDE, UT US",2016-07-01,0,70,49,2016,7,1
USS0011J21S,"TIMPANOGOS DIVIDE, UT US",2016-07-02,0,71,46,2016,7,2
USS0011J21S,"TIMPANOGOS DIVIDE, UT US",2016-07-03,0,73,49,2016,7,3
USS0011J21S,"TIMPANOGOS DIVIDE, UT US",2016-07-04,0,74,52,2016,7,4
USS0011J21S,"TIMPANOGOS DIVIDE, UT US",2016-07-05,0,75,53,2016,7,5
USS0011J21S,"TIMPANOGOS DIVIDE, UT US",2016-07-06,0,72,49,2016,7,6
USS0011J21S,"TIMPANOGOS DIVIDE, UT US",2016-07-07,0,72,46,2016,7,7
USS0011J21S,"TIMPANOGOS DIVIDE, UT US",2016-07-08,0,75,53,2016,7,8
USS0011J21S,"TIMPANOGOS DIVIDE, UT US",2016-07-09,0,76,58,2016,7,9
USS0011J21S,"TIMPANOGOS DIVIDE, UT US",2016-07-10,0,71,40,2016,7,10
USS0011J21S,"TIMPANOGOS DIVIDE, UT US",2016-07-11,0,60,38,2016,7,11
USS0011J21S,"TIMPANOGOS DIVIDE, UT US",2016-07-12,0,71,40,2016,7,12
USS0011J21S,"TIMPANOGOS DIVIDE, UT US",2016-07-13,0,71,47,2016,7,13
USS0011J21S,"TIMPANOGOS DIVIDE, UT US",2016-07-14,0,77,49,2016,7,14
USS0011J21S,"TIMPANOGOS DIVIDE, UT US",2016-07-15,0,78,52,2016,7,15
USS0011J21S,"TIMPANOGOS DIVIDE, UT US",2016-07-16,0,75,55,2016,7,16
USS0011J21S,"TIMPANOGOS DIVIDE, UT US",2016-07-17,0,77,55,2016,7,17
USS0011J21S,"TIMPANOGOS DIVIDE, UT US",2016-07-18,0,74,54,2016,7,18
USS0011J21S,"TIMPANOGOS DIVIDE, UT US",2016-07-19,0,76,55,2016,7,19
USS0011J21S,"TIMPANOGOS DIVIDE, UT US",2016-07-20,0,78,57,2016,7,20
USS0011J21S,"TIMPANOGOS DIVIDE, UT US",2016-07-21,0,81,55,2016,7,21
USS0011J21S,"TIMPANOGOS DIVIDE, UT US",2016-07-22,0,80,54,2016,7,22
USS0011J21S,"TIMPANOGOS DIVIDE, UT US",2016-07-23,0,77,53,2016,7,23
USS0011J21S,"TIMPANOGOS DIVIDE, UT US",2016-07-24,0,79,52,2016,7,24
USS0011J21S,"TIMPANOGOS DIVIDE, UT US",2016-07-25,0,81,56,2016,7,25
USS0011J21S,"TIMPANOGOS DIVIDE, UT US",2016-07-26,0,81,56,2016,7,26
USS0011J21S,"TIMPANOGOS DIVIDE, UT US",2016-07-27,0,82,56,2016,7,27
USS0011J21S,"TIMPANOGOS DIVIDE, UT US",2016-07-28,0,84,58,2016,7,28
USS0011J21S,"TIMPANOGOS DIVIDE, UT US",2016-07-29,0,82,56,2016,7,29
USS0011J21S,"TIMPANOGOS DIVIDE, UT US",2016-07-30,0,79,54,2016,7,30
USS0011J21S,"TIMPANOGOS DIVIDE, UT US",2016-07-31,0,78,54,2016,7,31
USS0011J21S,"TIMPANOGOS DIVIDE, UT US",2016-08-01,0,81,54,2016,8,1
USS0011J21S,"TIMPANOGOS DIVIDE, UT US",2016-08-02,0,83,55,2016,8,2
USS0011J21S,"TIMPANOGOS DIVIDE, UT US",2016-08-03,0,79,55,2016,8,3
USS0011J21S,"TIMPANOGOS DIVIDE, UT US",2016-08-04,0,78,51,2016,8,4
USS0011J21S,"TIMPANOGOS DIVIDE, UT US",2016-08-05,0,76,51,2016,8,5
USS0011J21S,"TIMPANOGOS DIVIDE, UT US",2016-08-06,0,73,49,2016,8,6
USS0011J21S,"TIMPANOGOS DIVIDE, UT US",2016-08-07,0,75,54,2016,8,7
USS0011J21S,"TIMPANOGOS DIVIDE, UT US",2016-08-08,0,75,53,2016,8,8
USS0011J21S,"TIMPANOGOS DIVIDE, UT US",2016-08-09,0,76,57,2016,8,9
USS0011J21S,"TIMPANOGOS DIVIDE, UT US",2016-08-10,0.1,71,46,2016,8,10
USS0011J21S,"TIMPANOGOS DIVIDE, UT US",2016-08-11,0.1,69,44,2016,8,11
USS0011J21S,"TIMPANOGOS DIVIDE, UT US",2016-08-12,0,73,47,2016,8,12
USS0011J21S,"TIMPANOGOS DIVIDE, UT US",2016-08-13,0,74,48,2016,8,13
USS0011J21S,"TIMPANOGOS DIVIDE, UT US",2016-08-14,0,79,50,2016,8,14
USS0011J21S,"TIMPANOGOS DIVIDE, UT US",2016-08-15,0,74,51,2016,8,15
USS0011J21S,"TIMPANOGOS DIVIDE, UT US",2016-08-16,0,78,50,2016,8,16
USS0011J21S,"TIMPANOGOS DIVIDE, UT US",2016-08-17,0,75,53,2016,8,17
USS0011J21S,"TIMPANOGOS DIVIDE, UT US",2016-08-18,0,75,50,2016,8,18
USS0011J21S,"TIMPANOGOS DIVIDE, UT US",2016-08-19,0,73,49,2016,8,19
USS0011J21S,"TIMPANOGOS DIVIDE, UT US",2016-08-20,0,74,47,2016,8,20
USS0011J21S,"TIMPANOGOS DIVIDE, UT US",2016-08-21,0,76,49,2016,8,21
USS0011J21S,"TIMPANOGOS DIVIDE, UT US",2016-08-22,0,75,51,2016,8,22
USS0011J21S,"TIMPANOGOS DIVIDE, UT US",2016-08-23,0,71,49,2016,8,23
USS0011J21S,"TIMPANOGOS DIVIDE, UT US",2016-08-24,0.1,67,46,2016,8,24
USS0011J21S,"TIMPANOGOS DIVIDE, UT US",2016-08-25,0,69,44,2016,8,25
USS0011J21S,"TIMPANOGOS DIVIDE, UT US",2016-08-26,0,68,43,2016,8,26
USS0011J21S,"TIMPANOGOS DIVIDE, UT US",2016-08-27,0,70,43,2016,8,27
USS0011J21S,"TIMPANOGOS DIVIDE, UT US",2016-08-28,0,74,45,2016,8,28
USS0011J21S,"TIMPANOGOS DIVIDE, UT US",2016-08-29,0,77,50,2016,8,29
USS0011J21S,"TIMPANOGOS DIVIDE, UT US",2016-08-30,0,80,54,2016,8,30
USS0011J21S,"TIMPANOGOS DIVIDE, UT US",2016-08-31,0,79,52,2016,8,31
USS0011J21S,"TIMPANOGOS DIVIDE, UT US",2016-09-01,0,70,48,2016,9,1
USS0011J21S,"TIMPANOGOS DIVIDE, UT US",2016-09-02,0.2,72,46,2016,9,2
USS0011J21S,"TIMPANOGOS DIVIDE, UT US",2016-09-03,0,71,56,2016,9,3
USS0011J21S,"TIMPANOGOS DIVIDE, UT US",2016-09-04,0.1,64,44,2016,9,4
USS0011J21S,"TIMPANOGOS DIVIDE, UT US",2016-09-05,0,62,39,2016,9,5
USS0011J21S,"TIMPANOGOS DIVIDE, UT US",2016-09-06,0,65,41,2016,9,6
USS0011J21S,"TIMPANOGOS DIVIDE, UT US",2016-09-07,0,66,43,2016,9,7
USS0011J21S,"TIMPANOGOS DIVIDE, UT US",2016-09-08,0,66,48,2016,9,8
USS0011J21S,"TIMPANOGOS DIVIDE, UT US",2016-09-09,0,66,41,2016,9,9
USS0011J21S,"TIMPANOGOS DIVIDE, UT US",2016-09-10,0,69,38,2016,9,10
USS0011J21S,"TIMPANOGOS DIVIDE, UT US",2016-09-11,0,73,49,2016,9,11
USS0011J21S,"TIMPANOGOS DIVIDE, UT US",2016-09-12,0,70,43,2016,9,12
USS0011J21S,"TIMPANOGOS DIVIDE, UT US",2016-09-13,0.8,67,40,2016,9,13
USS0011J21S,"TIMPANOGOS DIVIDE, UT US",2016-09-14,0.1,52,39,2016,9,14
USS0011J21S,"TIMPANOGOS DIVIDE, UT US",2016-09-15,0,53,38,2016,9,15
USS0011J21S,"TIMPANOGOS DIVIDE, UT US",2016-09-16,0,59,35,2016,9,16
USS0011J21S,"TIMPANOGOS DIVIDE, UT US",2016-09-17,0,62,37,2016,9,17
USS0011J21S,"TIMPANOGOS DIVIDE, UT US",2016-09-18,0,70,44,2016,9,18
USS0011J21S,"TIMPANOGOS DIVIDE, UT US",2016-09-19,0,73,48,2016,9,19
USS0011J21S,"TIMPANOGOS DIVIDE, UT US",2016-09-20,0,72,47,2016,9,20
USS0011J21S,"TIMPANOGOS DIVIDE, UT US",2016-09-21,0,65,44,2016,9,21
USS0011J21S,"TIMPANOGOS DIVIDE, UT US",2016-09-22,1.2,58,33,2016,9,22
USS0011J21S,"TIMPANOGOS DIVIDE, UT US",2016-09-23,0.3,40,32,2016,9,23
USS0011J21S,"TIMPANOGOS DIVIDE, UT US",2016-09-24,0.4,46,33,2016,9,24
USS0011J21S,"TIMPANOGOS DIVIDE, UT US",2016-09-25,0,57,35,2016,9,25
USS0011J21S,"TIMPANOGOS DIVIDE, UT US",2016-09-26,0,64,43,2016,9,26
USS0011J21S,"TIMPANOGOS DIVIDE, UT US",2016-09-27,0,69,44,2016,9,27
USS0011J21S,"TIMPANOGOS DIVIDE, UT US",2016-09-28,0,70,47,2016,9,28
USS0011J21S,"TIMPANOGOS DIVIDE, UT US",2016-09-29,0,62,45,2016,9,29
USS0011J21S,"TIMPANOGOS DIVIDE, UT US",2016-09-30,0.1,62,44,2016,9,30
USS0011J21S,"TIMPANOGOS DIVIDE, UT US",2016-10-01,0,62,45,2016,10,1
USS0011J21S,"TIMPANOGOS DIVIDE, UT US",2016-10-02,0.4,60,41,2016,10,2
USS0011J21S,"TIMPANOGOS DIVIDE, UT US",2016-10-03,0.3,47,31,2016,10,3
USS0011J21S,"TIMPANOGOS DIVIDE, UT US",2016-10-04,0,43,30,2016,10,4
USS0011J21S,"TIMPANOGOS DIVIDE, UT US",2016-10-05,0.1,47,27,2016,10,5
USS0011J21S,"TIMPANOGOS DIVIDE, UT US",2016-10-06,0.1,42,25,2016,10,6
USS0011J21S,"TIMPANOGOS DIVIDE, UT US",2016-10-07,0,54,28,2016,10,7
USS0011J21S,"TIMPANOGOS DIVIDE, UT US",2016-10-08,0,60,36,2016,10,8
USS0011J21S,"TIMPANOGOS DIVIDE, UT US",2016-10-09,0,62,41,2016,10,9
USS0011J21S,"TIMPANOGOS DIVIDE, UT US",2016-10-10,0,60,45,2016,10,10
USS0011J21S,"TIMPANOGOS DIVIDE, UT US",2016-10-11,0,58,42,2016,10,11
USS0011J21S,"TIMPANOGOS DIVIDE, UT US",2016-10-12,0,57,35,2016,10,12
USS0011J21S,"TIMPANOGOS DIVIDE, UT US",2016-10-13,0,60,42,2016,10,13
USS0011J21S,"TIMPANOGOS DIVIDE, UT US",2016-10-14,0,56,49,2016,10,14
USS0011J21S,"TIMPANOGOS DIVIDE, UT US",2016-10-15,0,61,49,2016,10,15
USS0011J21S,"TIMPANOGOS DIVIDE, UT US",2016-10-16,0,56,45,2016,10,16
USS0011J21S,"TIMPANOGOS DIVIDE, UT US",2016-10-17,0.2,48,31,2016,10,17
USS0011J21S,"TIMPANOGOS DIVIDE, UT US",2016-10-18,0.1,45,30,2016,10,18
USS0011J21S,"TIMPANOGOS DIVIDE, UT US",2016-10-19,0,43,26,2016,10,19
USS0011J21S,"TIMPANOGOS DIVIDE, UT US",2016-10-20,0,53,27,2016,10,20
USS0011J21S,"TIMPANOGOS DIVIDE, UT US",2016-10-21,0,62,40,2016,10,21
USS0011J21S,"TIMPANOGOS DIVIDE, UT US",2016-10-22,0,59,47,2016,10,22
USS0011J21S,"TIMPANOGOS DIVIDE, UT US",2016-10-23,0,61,47,2016,10,23
USS0011J21S,"TIMPANOGOS DIVIDE, UT US",2016-10-24,1.2,52,42,2016,10,24
USS0011J21S,"TIMPANOGOS DIVIDE, UT US",2016-10-25,0,51,39,2016,10,25
USS0011J21S,"TIMPANOGOS DIVIDE, UT US",2016-10-26,0,60,38,2016,10,26
USS0011J21S,"TIMPANOGOS DIVIDE, UT US",2016-10-27,0,60,41,2016,10,27
USS0011J21S,"TIMPANOGOS DIVIDE, UT US",2016-10-28,0.7,61,43,2016,10,28
USS0011J21S,"TIMPANOGOS DIVIDE, UT US",2016-10-29,0,56,42,2016,10,29
USS0011J21S,"TIMPANOGOS DIVIDE, UT US",2016-10-30,0.1,54,47,2016,10,30
USS0011J21S,"TIMPANOGOS DIVIDE, UT US",2016-10-31,0.7,47,32,2016,10,31
USS0011J21S,"TIMPANOGOS DIVIDE, UT US",2016-11-01,0.1,45,29,2016,11,1
USS0011J21S,"TIMPANOGOS DIVIDE, UT US",2016-11-02,0.1,48,27,2016,11,2
USS0011J21S,"TIMPANOGOS DIVIDE, UT US",2016-11-03,0,55,34,2016,11,3
USS0011J21S,"TIMPANOGOS DIVIDE, UT US",2016-11-04,0,57,39,2016,11,4
USS0011J21S,"TIMPANOGOS DIVIDE, UT US",2016-11-05,0,57,38,2016,11,5
USS0011J21S,"TIMPANOGOS DIVIDE, UT US",2016-11-06,0,54,37,2016,11,6
USS0011J21S,"TIMPANOGOS DIVIDE, UT US",2016-11-07,0,55,38,2016,11,7
USS0011J21S,"TIMPANOGOS DIVIDE, UT US",2016-11-08,0,58,39,2016,11,8
USS0011J21S,"TIMPANOGOS DIVIDE, UT US",2016-11-09,0,57,40,2016,11,9
USS0011J21S,"TIMPANOGOS DIVIDE, UT US",2016-11-10,0,58,41,2016,11,10
USS0011J21S,"TIMPANOGOS DIVIDE, UT US",2016-11-11,0,57,40,2016,11,11
USS0011J21S,"TIMPANOGOS DIVIDE, UT US",2016-11-12,0,54,38,2016,11,12
USS0011J21S,"TIMPANOGOS DIVIDE, UT US",2016-11-13,0,50,37,2016,11,13
USS0011J21S,"TIMPANOGOS DIVIDE, UT US",2016-11-14,0,55,36,2016,11,14
USS0011J21S,"TIMPANOGOS DIVIDE, UT US",2016-11-15,0,60,44,2016,11,15
USS0011J21S,"TIMPANOGOS DIVIDE, UT US",2016-11-16,0,48,26,2016,11,16
USS0011J21S,"TIMPANOGOS DIVIDE, UT US",2016-11-17,0.3,29,15,2016,11,17
USS0011J21S,"TIMPANOGOS DIVIDE, UT US",2016-11-18,0,35,15,2016,11,18
USS0011J21S,"TIMPANOGOS DIVIDE, UT US",2016-11-19,0,51,28,2016,11,19
USS0011J21S,"TIMPANOGOS DIVIDE, UT US",2016-11-20,0,50,34,2016,11,20
USS0011J21S,"TIMPANOGOS DIVIDE, UT US",2016-11-21,0.5,41,29,2016,11,21
USS0011J21S,"TIMPANOGOS DIVIDE, UT US",2016-11-22,0,41,22,2016,11,22
USS0011J21S,"TIMPANOGOS DIVIDE, UT US",2016-11-23,0.3,37,20,2016,11,23
USS0011J21S,"TIMPANOGOS DIVIDE, UT US",2016-11-24,0,33,15,2016,11,24
USS0011J21S,"TIMPANOGOS DIVIDE, UT US",2016-11-25,0,44,23,2016,11,25
USS0011J21S,"TIMPANOGOS DIVIDE, UT US",2016-11-26,0.3,41,28,2016,11,26
USS0011J21S,"TIMPANOGOS DIVIDE, UT US",2016-11-27,0.4,30,21,2016,11,27
USS0011J21S,"TIMPANOGOS DIVIDE, UT US",2016-11-28,0.6,24,17,2016,11,28
USS0011J21S,"TIMPANOGOS DIVIDE, UT US",2016-11-29,0,28,9,2016,11,29
USS0011J21S,"TIMPANOGOS DIVIDE, UT US",2016-11-30,0,27,8,2016,11,30
USS0011J21S,"TIMPANOGOS DIVIDE, UT US",2016-12-01,0,27,12,2016,12,1
USS0011J21S,"TIMPANOGOS DIVIDE, UT US",2016-12-02,0,27,9,2016,12,2
USS0011J21S,"TIMPANOGOS DIVIDE, UT US",2016-12-03,0,26,8,2016,12,3
USS0011J21S,"TIMPANOGOS DIVIDE, UT US",2016-12-04,0,37,14,2016,12,4
USS0011J21S,"TIMPANOGOS DIVIDE, UT US",2016-12-05,0,36,11,2016,12,5
USS0011J21S,"TIMPANOGOS DIVIDE, UT US",2016-12-06,0,29,8,2016,12,6
USS0011J21S,"TIMPANOGOS DIVIDE, UT US",2016-12-07,0,20,2,2016,12,7
USS0011J21S,"TIMPANOGOS DIVIDE, UT US",2016-12-08,0.2,29,3,2016,12,8
USS0011J21S,"TIMPANOGOS DIVIDE, UT US",2016-12-09,0.4,41,27,2016,12,9
USS0011J21S,"TIMPANOGOS DIVIDE, UT US",2016-12-10,1.2,40,29,2016,12,10
USS0011J21S,"TIMPANOGOS DIVIDE, UT US",2016-12-11,0,32,24,2016,12,11
USS0011J21S,"TIMPANOGOS DIVIDE, UT US",2016-12-12,0,35,16,2016,12,12
